GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,Geography,Geographic Area Name_x,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,"HOUSEHOLD INCOME Less than $10,000","HOUSEHOLD INCOME $10,000 to $24,999","HOUSEHOLD INCOME $25,000 to $34,999","HOUSEHOLD INCOME $35,000 to $49,999","HOUSEHOLD INCOME $50,000 to $74,999","HOUSEHOLD INCOME $75,000 to $99,999","HOUSEHOLD INCOME $100,000 to $149,999","HOUSEHOLD INCOME $150,000 or more",Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total No bedroom,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City Name,city,county_name,lat,lng,population,density
3679939,NY,Westfield,Village,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,1,,,2,2,1,1,0.833333333,1,0,0,0,0,0,0,2,3,3,1,0,1,28,28,,1,0.833333333,,-0.882429958,2.09367845,1600000US3679939,"Westfield village, New York",297,95900,0,20,0,277,0,19,16,22,56,63,35,45,41,66409,979,2934,626,,576,,928,Westfield,,,,,,
3681677,NY,WhitePlains,City,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,3,0,35,35,3.5,2.5,1,1,0.583333333,1,0,0,0,0,0,1,2,2,3,1,1,0,49,35,35,1,0.583333333,0.049086297,-0.882429958,2.688821464,1600000US3681677,"White Plains city, New York",7427,652200,143,936,0,6165,183,48,131,161,130,871,649,1428,4009,156202,3528,10000,2047,1650,1890,2235,2258,White Plains,White Plains,Westchester,41.022,-73.7547,59421,2356.3
3682084,NY,Williamsville,Village,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,2,1,12,12,5,2.5,2,2,0.5,0,0,1,0,0,0,0,1,2,2,3,0,1,70,35,12,2,0.5,-1.775182629,0.164805906,0.459836335,1600000US3682084,"Williamsville village, New York",1102,256900,0,207,0,885,10,8,22,46,39,126,116,320,425,123500,1684,5800,1257,,943,1293,2161,Williamsville,Williamsville,Erie,42.9623,-78.7418,5411,1660.8
3684000,NY,Yonkers,City,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,4,1,20,20,3,3,1,1,0.363636364,0,1,0,0,0,0,1,2,3,4,2,1,1,42,42,20,1,0.363636364,-1.140654307,-0.882429958,2.895185285,1600000US3684000,"Yonkers city, New York",22378,478800,236,2009,202,19599,332,330,639,562,1163,1951,2203,5110,10420,142995,2881,9530,1659,1327,1470,1784,1933,Yonkers,Yonkers,Westchester,40.9466,-73.8673,209780,4498.4
3684099,NY,Yorkville,Village,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,,,,,1,1,0.5,0,0,0,0,1,0,0,1,2,3,5,0,0,,,,1,0.5,,-0.882429958,-0.074733399,1600000US3684099,"Yorkville village, New York",395,112100,0,97,0,290,8,0,28,37,9,130,27,118,46,61850,1120,3854,879,,818,833,1044,Yorkville,Yorkville,Oneida,43.1124,-75.2739,2635,1515.4
3700160,NC,Aberdeen,Town,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,35,35,,,4,5,0.210526316,0,0,1,0,0,0,1,3,1,2,3,0,1,,,35,4,0.210526316,0.049086297,2.259277634,1.363970155,1600000US3700160,"Aberdeen town, North Carolina",1471,269800,0,117,0,1354,0,18,81,110,88,413,163,381,217,81181,1784,1923,952,,861,865,1481,Aberdeen,Aberdeen,Moore,35.135,-79.4326,8674,320.8
3700680,NC,Albemarle,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,50,1.5,1,1,1,0.6,0,0,1,0,0,0,0,1,2,3,3,0,0,21,14,35,1,0.6,0.049086297,-0.882429958,0.615451401,1600000US3700680,"Albemarle city, North Carolina",2211,181900,0,381,0,1784,46,56,103,71,222,303,443,657,356,92301,1162,1476,863,,500,808,1084,Albemarle,Albemarle,Stanly,35.3594,-80.1915,16444,358.6
3701400,NC,Angier,Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,,,2,2,0.25,1,0,0,0,0,0,1,1,2,3,1,0,1,,,35,2,0.25,0.049086297,0.164805906,1.821208991,1600000US3701400,"Angier town, North Carolina",1212,210500,46,60,0,1072,34,22,86,51,246,210,367,128,102,74408,1326,1953,797,948,840,707,1160,Angier,Angier,Harnett,35.5116,-78.7402,5348,539.8
3701520,NC,Apex,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,36,36,2,2,2,2,0.25,1,0,0,0,0,0,1,4,2,3,1,0,1,28,28,36,2,0.25,0.128402337,0.164805906,2.99781227,1600000US3701520,"Apex town, North Carolina",13296,465600,68,1526,8,11591,103,44,114,166,297,987,1232,2985,7471,161591,2183,3598,1668,4000,1395,1608,1738,Apex,Apex,Wake,35.7237,-78.8743,65541,1009.8
3702140,NC,Asheville,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,45,80,3,4,2,1,0.818181818,1,0,0,0,0,0,1,1,2,3,1,1,1,42,56,45,2,0.818181818,0.842246699,0.164805906,2.296620371,1600000US3702140,"Asheville city, North Carolina",11456,391900,93,1187,31,9936,209,124,352,499,772,1988,1507,2611,3603,106723,1743,2779,1250,667,1103,1315,1588,Asheville,Asheville,Buncombe,35.5707,-82.5537,294013,795.6
3705220,NC,Bessemer,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,50,50,4,3,3,3,0.375,1,0,0,0,0,0,1,4,2,3,1,0,0,56,42,50,3,0.375,1.2388269,1.21204177,2.99781227,1600000US3705220,"Bessemer City city, North Carolina",533,160400,9,56,0,460,8,0,18,24,87,129,90,91,94,75924,1092,1588,882,,580,757,965,Bessemer City,Bessemer City,Gaston,35.284,-81.2828,5472,404.3
3706140,NC,BlackMountain,Town,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,,,2,2,1,1,0,0,0,0,0,1,4,2,3,1,1,1,,,35,2,1,0.049086297,0.164805906,3.473223651,1600000US3706140,"Black Mountain town, North Carolina",1358,291300,6,117,0,1230,5,5,138,0,48,206,299,512,150,98152,1572,2174,1284,1355,1017,1139,1288,Black Mountain,Black Mountain,Buncombe,35.6144,-82.3274,8430,485
3706760,NC,BoilingSpringLakes,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,27.5,15,,,1.5,1,0.333333333,1,0,0,0,0,0,1,1,2,2,1,0,1,,,27.5,1.5,0.333333333,-0.545784005,-0.358812026,1.665593925,1600000US3706760,"Boiling Spring Lakes city, North Carolina",1344,224600,0,109,45,1150,40,33,154,80,109,251,201,348,168,78684,1357,1535,1251,,,,1331,Boiling Spring Lakes,Boiling Spring Lakes,Brunswick,34.0327,-78.0685,6032,96.7
3709060,NC,Burlington,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,35,50,3,3,2,1,0.769230769,1,0,0,0,0,0,1,3,1,3,1,0,0,42,42,35,2,0.769230769,0.049086297,0.164805906,2.209770022,1600000US3709060,"Burlington city, North Carolina",7567,186400,272,594,8,6580,113,213,495,470,862,1281,965,1757,1524,83582,1247,1425,947,963,860,905,1093,Burlington,Burlington,Alamance,36.076,-79.4685,147415,726.6
3710620,NC,Carrboro,Town,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,3,3,2,1,0.470588235,1,0,0,0,0,0,1,1,2,3,1,1,0,42,42,35,2,0.470588235,0.049086297,0.164805906,2.296620371,1600000US3710620,"Carrboro town, North Carolina",2604,478100,5,358,17,2190,34,16,87,45,18,199,266,461,1512,181422,2648,6534,1299,986,1091,1345,1832,Carrboro,Carrboro,Orange,35.9259,-79.0878,21242,1266.6
3712000,NC,Charlotte,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,40,40,3.5,2,2,1,0.533333333,1,0,0,0,0,0,1,4,2,3,1,1,1,49,28,40,2,0.533333333,0.445666498,0.164805906,3.473223651,1600000US3712000,"Charlotte city, North Carolina",138987,319200,2142,12780,256,121927,1882,2764,5684,5869,9992,20330,18271,27920,48157,111157,1666,2595,1399,1310,1272,1387,1548,Charlotte,Charlotte,Mecklenburg,35.2083,-80.8303,1427444,1089.8
3713240,NC,Clinton,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,22.5,25,3,3,2,1,0.142857143,0,0,1,0,0,0,1,1,2,3,3,0,1,42,42,22.5,2,0.142857143,-0.942364207,0.164805906,1.131024191,1600000US3713240,"Clinton city, North Carolina",684,156300,23,56,0,582,23,7,73,58,99,101,110,135,101,77917,1333,1612,720,423,384,794,929,Clinton,Clinton,Sampson,35.0004,-78.3313,8362,423.1
3716180,NC,Dallas,Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,37.5,35,,,1,1,0.583333333,1,0,0,0,0,0,1,1,2,3,1,0,0,,,37.5,1,0.583333333,0.247376397,-0.882429958,1.821208991,1600000US3716180,"Dallas town, North Carolina",797,228700,5,70,0,714,8,7,35,15,128,215,84,249,64,72350,1558,2051,821,,562,808,983,Dallas,Dallas,Gaston,35.3169,-81.183,5889,742.6
3716400,NC,Davidson,Town,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,3,4,1,18,18,3,2,2,1,0.4,0,1,0,0,0,0,1,3,3,4,2,1,1,42,28,18,2,0.4,-1.299286388,0.164805906,3.287386379,1600000US3716400,"Davidson town, North Carolina",2914,562200,0,362,0,2552,0,25,147,65,62,295,129,467,1724,181500,2348,4354,1615,,1300,1624,1957,Davidson,Davidson,Mecklenburg,35.484,-80.8247,15199,926
3719000,NC,Durham,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,45,35,3.5,4,2,1,0.363636364,1,0,0,0,0,0,1,3,2,3,1,1,1,49,56,45,2,0.363636364,0.842246699,0.164805906,3.081022557,1600000US3719000,"Durham city, North Carolina",46368,315600,804,3803,109,41076,576,896,1371,1309,3028,6550,6579,10514,16121,114577,1654,2997,1296,1081,1139,1326,1549,Durham,Durham,Durham,35.9792,-78.9022,399616,950.8
3720080,NC,Eden,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,,,2,2,0.3,0,0,1,0,0,0,0,4,2,3,3,0,1,,,35,2,0.3,0.049086297,0.164805906,1.79205468,1600000US3720080,"Eden city, North Carolina",1903,108100,0,140,12,1677,74,4,121,169,232,460,468,227,222,70809,972,1311,741,552,574,774,1036,Eden,Eden,Rockingham,36.5027,-79.7412,15349,416.8
3720120,NC,Edenton,Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25.5,35,,,1,1,0.444444444,1,0,0,0,0,0,1,1,2,3,1,0,0,,,25.5,1,0.444444444,-0.704416086,-0.882429958,1.821208991,1600000US3720120,"Edenton town, North Carolina",594,220200,0,68,0,526,0,0,0,63,105,222,6,115,83,72978,1606,2117,632,,624,,1073,Edenton,Edenton,Chowan,36.0579,-76.6008,4512,324.1
3720600,NC,Elizabethtown,Town,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,50,50,3.5,4,2,2,0.3,0,1,0,0,0,0,1,2,2,3,2,0,0,49,56,50,2,0.3,1.2388269,0.164805906,1.868317684,1600000US3720600,"Elizabethtown town, North Carolina",388,158000,0,0,0,388,0,55,45,55,118,14,38,42,21,38854,1150,933,631,,325,663,1229,Elizabethtown,Elizabethtown,Bladen,34.6219,-78.6074,3304,251.7
3720620,NC,Elkin,Town,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,2.5,2,2,2,0,1,0,0,0,0,0,0,2,2,3,1,0,1,35,28,35,2,0,0.049086297,0.164805906,1.697837295,1600000US3720620,"Elkin town, North Carolina",579,204300,0,60,0,510,9,10,31,36,14,107,164,101,116,85912,1268,2096,736,,512,748,1065,Elkin,Elkin,Surry,36.2621,-80.8443,4026,228.9
3722360,NC,Fairmont,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,,,1,1,0,0,0,1,0,0,0,0,1,2,3,3,0,0,,,35,1,0,0.049086297,-0.882429958,0.615451401,1600000US3722360,"Fairmont town, North Carolina",176,120000,0,5,0,153,18,5,17,18,37,23,17,55,4,53438,1160,1688,621,287,278,477,775,Fairmont,Fairmont,Robeson,34.4947,-79.1136,2519,352.3
3722920,NC,Fayetteville,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,25,3,2,0.4,0.4,0.375,1,0,0,0,0,0,1,1,2,3,1,0,1,42,28,30,0.4,0.375,-0.347493905,-1.510771477,1.821208991,1600000US3722920,"Fayetteville city, North Carolina",24161,173900,562,1212,111,22025,251,900,1467,1519,2547,4361,4539,4864,3964,80676,1375,1950,1117,952,885,1028,1273,Fayetteville,Fayetteville,Cumberland,35.085,-78.9772,328804,543.5
3725300,NC,FuquayVarina,Town,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,67.5,70,3,2,2,1,0.5,0,1,0,0,0,0,1,2,2,3,2,0,1,42,28,67.5,2,0.5,2.626857605,0.164805906,1.868317684,1600000US3725300,"Fuquay-Varina town, North Carolina",7467,368300,39,427,5,6972,24,216,76,222,465,1007,993,2112,2376,115883,1828,2696,1560,,1299,1205,1644,Fuquay-Varina,Fuquay-Varina,Wake,35.5953,-78.7778,35428,733.6
3726880,NC,Goldsboro,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,25,25,,,2,2,0.25,0,1,0,0,0,0,1,4,2,3,2,0,1,,,25,2,0.25,-0.744074106,0.164805906,2.65271987,1600000US3726880,"Goldsboro city, North Carolina",3152,165400,61,160,0,2919,12,68,219,173,460,742,375,460,655,68405,1279,1603,940,1010,517,923,1133,Goldsboro,Goldsboro,Wayne,35.3778,-77.9717,33566,453.3
3728000,NC,Greensboro,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,67,67,3,3,1.25,1,0.5,1,0,0,0,0,0,1,4,2,3,1,0,1,42,42,67,1.25,0.5,2.587199585,-0.620620992,2.99781227,1600000US3728000,"Greensboro city, North Carolina",40144,201200,866,4147,202,34145,784,1267,2294,1935,4151,6734,6685,8487,8591,87560,1346,2103,1048,922,926,1032,1198,Greensboro,Greensboro,Guilford,36.0956,-79.8271,347130,873.2
3729160,NC,Hamlet,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,12,12,2,2,2,2,0.5,1,0,0,0,0,0,0,1,2,3,1,0,1,28,28,12,2,0.5,-1.775182629,0.164805906,1.305636202,1600000US3729160,"Hamlet city, North Carolina",691,111100,0,9,0,662,20,0,48,91,49,200,201,59,43,67461,1050,1269,429,435,263,380,960,Hamlet,Hamlet,Richmond,34.8892,-79.7099,6043,443
3731060,NC,Hickory,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,17.5,15,2.5,3,1,1,0.571428571,1,0,0,0,0,0,1,4,2,3,1,0,1,35,42,17.5,1,0.571428571,-1.338944408,-0.882429958,2.99781227,1600000US3731060,"Hickory city, North Carolina",6244,230000,60,653,0,5429,102,60,409,325,656,906,1026,1337,1525,92519,1371,1793,917,666,760,918,992,Hickory,Hickory,Catawba,35.741,-81.3223,206008,539.2
3731400,NC,HighPoint,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,50,50,,,3,5,0.384615385,0,1,0,0,0,0,1,4,2,1,2,0,1,,,50,3,0.384615385,1.2388269,1.21204177,2.341489738,1600000US3731400,"High Point city, North Carolina",16731,213600,353,1409,81,14663,225,249,754,907,1798,2851,2638,4328,3206,91170,1474,2245,1030,810,909,1004,1202,High Point,High Point,Guilford,35.991,-79.9937,164836,774.3
3732640,NC,HopeMills,Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,,,,,1.5,1,0.692307692,0,1,0,0,0,0,1,1,2,2,2,0,0,,,,1.5,0.692307692,,-0.358812026,1.320501525,1600000US3732640,"Hope Mills town, North Carolina",3082,168000,36,174,0,2822,50,103,200,218,402,693,450,545,471,73326,1293,1925,1064,,494,893,1204,Hope Mills,Hope Mills,Cumberland,34.971,-78.9597,17671,804.7
3732980,NC,Hudson,Town,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,25,12,,,2,2,0.363636364,0,0,1,0,0,0,0,3,1,3,3,0,0,,,25,2,0.363636364,-0.744074106,0.164805906,1.004012432,1600000US3732980,"Hudson town, North Carolina",583,183500,12,85,0,469,17,13,32,19,66,94,120,177,62,88555,1307,2080,714,,651,719,877,Hudson,Hudson,Caldwell,35.8478,-81.4867,3780,399
3735600,NC,Kernersville,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,3,1,50,20,,,2,2,0.5,1,0,0,0,0,0,1,4,2,3,1,0,1,,,50,2,0.5,1.2388269,0.164805906,2.99781227,1600000US3735600,"Kernersville town, North Carolina",4126,255300,43,425,20,3590,48,54,134,170,224,572,543,1186,1243,111953,1569,2608,988,762,937,998,1259,Kernersville,Kernersville,Forsyth,36.1065,-80.0842,27177,579.7
3737220,NC,Laurinburg,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,3,2,1,12,12,,,2,2,0.428571429,0,1,0,0,0,0,1,1,3,2,2,0,1,,,12,2,0.428571429,-1.775182629,0.164805906,1.71634268,1600000US3737220,"Laurinburg city, North Carolina",1397,137300,34,114,17,1165,67,0,151,98,151,246,307,257,187,78594,1194,1409,750,669,544,776,902,Laurinburg,Laurinburg,Scotland,34.7602,-79.4773,14971,460.7
3738220,NC,Lillington,Town,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,1,40,40,3,2,2,2,0.25,1,0,0,0,0,0,1,3,3,3,1,0,1,42,28,40,2,0.25,0.445666498,0.164805906,3.001452333,1600000US3738220,"Lillington town, North Carolina",538,211100,0,60,0,474,4,0,12,94,12,121,136,72,91,77143,1377,2026,885,,757,845,1071,Lillington,Lillington,Harnett,35.4001,-78.8138,4566,281.6
3738320,NC,Lincolnton,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,40,50,,,1.25,1,0.4,0,0,1,0,0,0,1,1,3,3,3,0,1,,,40,1.25,0.4,0.445666498,-0.620620992,1.526865346,1600000US3738320,"Lincolnton city, North Carolina",1127,213400,11,228,0,880,8,21,118,13,108,238,310,204,115,77243,1519,1871,872,490,711,908,1093,Lincolnton,Lincolnton,Lincoln,35.4748,-81.2386,11225,499.6
3741420,NC,Marion,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,,,1.5,1,0.5,0,1,0,0,0,0,1,3,2,2,2,0,0,,,35,1.5,0.5,0.049086297,-0.358812026,2.104903711,1600000US3741420,"Marion city, North Carolina",842,136800,23,68,0,732,19,59,98,37,86,203,85,143,131,60345,1063,776,610,306,412,679,875,Marion,Marion,McDowell,35.6777,-82.0017,7652,494.6
3741960,NC,Matthews,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,3,2,2,1,0.466666667,0,1,0,0,0,0,1,4,2,3,2,0,1,42,28,35,2,0.466666667,0.049086297,0.164805906,2.65271987,1600000US3741960,"Matthews town, North Carolina",5193,366300,74,574,23,4449,73,24,61,122,260,570,707,1371,2078,130880,1828,2789,1495,1273,1375,1548,1711,Matthews,Matthews,Mecklenburg,35.1195,-80.7101,29613,668.1
3742240,NC,Mebane,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,37.5,60,,,2,5,0.466666667,1,0,0,0,0,0,1,4,2,3,1,0,1,,,37.5,2,0.466666667,0.247376397,0.164805906,2.99781227,1600000US3742240,"Mebane city, North Carolina",3127,277500,57,442,0,2590,38,22,20,25,341,318,434,929,1038,117860,1635,2556,1135,909,1105,1080,1769,Mebane,Mebane,Alamance,36.0852,-79.2736,17899,627.8
3744320,NC,Morehead,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,42.5,20,1,1,2,2,0.384615385,1,0,0,0,0,0,1,1,2,2,1,0,0,14,14,42.5,2,0.384615385,0.643956598,0.164805906,1.665593925,1600000US3744320,"Morehead City town, North Carolina",1407,320000,30,194,12,1102,69,5,27,46,153,261,178,432,305,106178,1702,1566,1070,744,773,1038,1207,Morehead City,Morehead City,Carteret,34.7308,-76.7388,9632,502.1
3744800,NC,MountAiry,City,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,15,15,1.5,2,1.5,1,0.285714286,0,0,1,0,0,0,1,2,1,3,3,0,1,21,28,15,1.5,0.285714286,-1.537234509,-0.358812026,1.127384128,1600000US3744800,"Mount Airy city, North Carolina",1409,176900,82,159,0,972,196,38,129,310,142,168,154,269,199,69208,1147,1389,666,720,492,756,758,Mount Airy,Mount Airy,Surry,36.5083,-80.6155,10621,350
3747000,NC,Newton,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,35,35,10.5,10.5,1.375,1,0.714285714,0,0,1,0,0,0,1,3,1,3,3,0,0,147,147,35,1.375,0.714285714,0.049086297,-0.489716509,1.519585221,1600000US3747000,"Newton city, North Carolina",1672,148000,30,113,0,1465,64,0,144,141,83,494,295,458,57,73673,1164,1368,923,,636,885,1087,Newton,Newton,Catawba,35.663,-81.2335,13173,368.7
3748345,NC,OakIsland,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,,,2,1,0.153846154,1,0,0,0,0,0,1,4,2,3,1,0,0,,,35,2,0.153846154,0.049086297,0.164805906,2.99781227,1600000US3748345,"Oak Island town, North Carolina",2161,340700,23,230,0,1796,112,53,146,89,113,257,384,444,675,102574,1793,2447,1285,,,1291,1413,Oak Island,Oak Island,Brunswick,33.9434,-78.1366,8564,171.6
3755000,NC,Raleigh,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,38,35,3,3,1,1,0.384615385,1,0,0,0,0,0,1,4,2,3,1,1,1,42,42,38,1,0.384615385,0.287034417,-0.882429958,3.473223651,1600000US3755000,"Raleigh city, North Carolina",73423,339900,1341,8267,338,62536,941,1361,2724,2402,3591,9328,8834,16402,28781,122977,1743,2674,1371,1189,1208,1377,1635,Raleigh,Raleigh,Wake,35.8324,-78.6429,1163152,1210
3755080,NC,Randleman,City,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,,,1,1,0.333333333,0,0,1,0,0,0,0,3,2,3,3,0,0,,,35,1,0.333333333,0.049086297,-0.882429958,1.399853587,1600000US3755080,"Randleman city, North Carolina",618,170100,0,74,0,544,0,8,24,0,41,165,61,157,162,100833,1219,1441,730,,671,626,1068,Randleman,Randleman,Randolph,35.8165,-79.8066,4573,432.7
3755660,NC,RedSprings,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,35,,,2,1,0.333333333,1,0,0,0,0,0,0,1,2,2,1,0,0,,,30,2,0.333333333,-0.347493905,0.164805906,1.150021136,1600000US3755660,"Red Springs town, North Carolina",276,115800,5,40,0,206,25,24,31,3,16,73,71,26,32,73875,1219,1028,561,309,338,711,827,Red Springs,Red Springs,Robeson,34.8046,-79.1822,3118,343.9
3757500,NC,RockyMount,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,3,3,2,1,0.538461538,1,0,0,0,0,0,0,1,2,3,1,0,1,42,42,35,2,0.538461538,0.049086297,0.164805906,1.305636202,1600000US3757500,"Rocky Mount city, North Carolina",6359,145700,53,561,0,5629,116,227,371,563,843,1181,884,1308,982,74817,1254,1453,891,775,623,807,1072,Rocky Mount,Rocky Mount,Nash,35.9685,-77.804,54260,468.9
